k,epoch,train_loss,val_loss
0,14,0.6952177302783594,0.7037499417245554
0,29,0.63528080422757,0.6558858307561881
0,44,0.5843440688304194,0.6177963470750539
0,59,0.541537200798495,0.5897961253854371
0,74,0.5003174445925446,0.5630579598893283
0,89,0.460996678970262,0.5452423731867296
0,104,0.4353573983070371,0.560035169508134
0,119,0.5367921554711641,0.870861154455693
0,134,0.5068880707151185,0.8473207603568409
0,149,0.4710184182613444,0.8199358857793286
0,164,0.43257358222303766,0.7942971792851011
0,179,0.40077595292281304,0.8409371459502304
0,194,0.37255044459790626,0.8154123723544004
0,209,0.3479823972654034,0.794799670840754
0,224,0.3365208468935891,0.7863379795017472
0,239,0.32646620495795564,0.778551370615539
0,254,0.3177215971843074,0.7720327682931434
0,269,0.30932638755584296,0.7658592108091878
0,284,0.30170970152091636,0.7608413292517195
0,299,0.2951595428049597,0.7564986011086833
0,314,0.28877970199307346,0.7537102890900982
0,329,0.28327427828478285,0.7515480648010585
0,344,0.27795291695504853,0.7502487878494789
0,359,0.27327812704910437,0.7496689200206399
0,374,0.2690645823451867,0.7507630822693178
0,389,0.2661071652702969,0.755546591568291
0,404,0.2801764105267199,0.825303109871696
0,419,0.2801193568489915,0.8270524271002728
0,434,0.28005569466124053,0.8294623296459251
0,449,0.2801199728236424,0.832637612822614
0,464,0.2801440146036043,0.8377030446798615
0,479,0.2804087301158066,0.8498550312544577
0,494,0.2806813527420265,0.9080640934384026
1,14,0.4395116399616457,0.26802367160586454
1,29,0.4371006320983098,0.27112729109320544
1,44,0.43503708881377173,0.28307903589789707
1,59,0.43330015616843454,0.3446691194681075
1,74,0.43176668553924935,0.3432770279087342
1,89,0.34188884051522,0.2731345541994164
1,104,0.33114828662232826,0.2643649293348869
1,119,0.32494194148310096,0.2592829678022718
1,134,0.3202682788395791,0.2555740357072488
1,149,0.3166572559554782,0.2527391814285845
1,164,0.3137386299195551,0.250498550415049
1,179,0.31119603551221425,0.24870845542891953
1,194,0.30929435187879195,0.2475317556146433
1,209,0.3079227734022201,0.2467914823928022
1,224,0.3068760310345488,0.2461919446077338
1,239,0.30568943225606027,0.24547186033158247
1,254,0.30460884384358783,0.2453332585368353
1,269,0.30371797862354893,0.24530215503278563
1,284,0.3030457540611704,0.24530909524439654
1,299,0.30268355728909724,0.24549882505569237
1,314,0.30251187252282474,0.24558653220180368
1,329,0.30230318628182595,0.2458231769218286
1,344,0.3021435191435794,0.2463275024556639
1,359,0.30211640117225075,0.24684129821081532
1,374,0.30232995307501054,0.24723435426374477
1,389,0.30257540819679285,0.24746393548170484
1,404,0.3012630755114277,0.24747455363689633
1,419,0.30069531031402374,0.24782209761612473
1,434,0.3004797774705971,0.24837308543493525
1,449,0.3010040817543786,0.24911192352236913
1,464,0.30174622917110233,0.25005263723587984
1,479,0.3026583895248711,0.25134390698080133
1,494,0.303747609664349,0.25277250094403503
2,14,0.3299389743892057,0.13716425213045894
2,29,0.3284043406230494,0.13575061886820472
2,44,0.32735377356200707,0.13495336961202373
2,59,0.2806556687629362,0.13443061077575116
2,74,0.27356443729433716,0.1341121105019648
2,89,0.27363861344997786,0.13405859626873387
2,104,0.2830442500914948,0.13414022317176452
2,119,0.2648056538858427,0.1343078823565327
2,134,0.25867387808970715,0.13454700175594383
2,149,0.2556443987352239,0.13484290729197304
2,164,0.2533778601917336,0.13518696719246462
2,179,0.25154386959548536,0.13557458272386874
2,194,0.2502263635928546,0.13597536915116482
2,209,0.24902262280921847,0.13640473458365074
2,224,0.24791387300556858,0.13686742588094714
2,239,0.2467030407501827,0.13715568226640332
2,254,0.22946377866824394,0.13744517669366277
2,269,0.2267794032852521,0.13775955066140053
2,284,0.22484883374334952,0.13807080613168438
2,299,0.22325631885602068,0.13839607551873712
2,314,0.22187990382763173,0.13875872204067957
2,329,0.22069311185013063,0.13917062421650864
2,344,0.21964427427757813,0.1396512899018691
2,359,0.21854002316505144,0.14003283132550215
2,374,0.2175421992786422,0.14041265770893557
2,389,0.21661818102185054,0.14079804171825602
2,404,0.21577930029946193,0.14116831029883278
2,419,0.21499572882680806,0.14160490692886177
2,434,0.21425761043600824,0.14198869417436005
2,449,0.2135409164333767,0.14238164029005196
2,464,0.21286657032485043,0.1427739226023897
2,479,0.21221400714814395,0.14318284477144352
2,494,0.2115929689542243,0.14357551697584994
3,14,0.2119286796490663,0.14160104208443164
3,29,0.2118430156197057,0.14151067240151377
3,44,0.1933184642806483,0.14142278051642174
3,59,0.1914893504804187,0.14133845772558162
3,74,0.19044762534437187,0.14125869297086466
3,89,0.18971240590624222,0.141181168666102
3,104,0.18915497592919853,0.14110795136967239
3,119,0.18870209782197603,0.14103682994259553
3,134,0.17051615210266768,0.14096978212192657
3,149,0.16820774153889376,0.14090469765350855
3,164,0.16688893386775316,0.14084346759291702
3,179,0.16593816605364567,0.14078407582335084
3,194,0.16518566503005205,0.14072833290814873
3,209,0.16456612303612594,0.14067431279978057
3,224,0.1640345192311321,0.14062374846186085
3,239,0.16357255850138294,0.14057479852864715
3,254,0.16316167800778292,0.14052912276711577
3,269,0.16279576282782277,0.14048496000756072
3,284,0.16247452267282794,0.14047699163392025
3,299,0.16219987536858274,0.14051736108186721
3,314,0.1619704686754838,0.1405709160366215
3,329,0.16180701344143142,0.140630566863382
3,344,0.1614931518719296,0.1405614298714217
3,359,0.16105101107066788,0.14041899151410014
3,374,0.1606622736419206,0.14029372021454728
3,389,0.1602985567167186,0.14018483874138188
3,404,0.15995625596578333,0.14006361815560495
3,419,0.15964772826767606,0.13995427860059168
3,434,0.15935089624983625,0.13988453081622615
3,449,0.1590717896986367,0.1398248846967619
3,464,0.15880489192049854,0.1397633504203937
3,479,0.15855052067015907,0.13970577233653825
3,494,0.1583060515622972,0.13964631619341683
4,14,0.18894836758184883,0.014936427966647937
4,29,0.18851727476356656,0.015286049455548938
4,44,0.1881167407824408,0.015678678789993777
4,59,0.1877534543407682,0.016080344167843822
4,74,0.18745486812164963,0.01647902298375681
4,89,0.18721005286429393,0.016874752627439215
4,104,0.18703739820791315,0.017267575756015303
4,119,0.1868878737359483,0.01762763433870902
4,134,0.18670083223454512,0.017905932118858547
4,149,0.18654186577259693,0.018182658445264364
4,164,0.18639115698476974,0.018448384530073227
4,179,0.1862615707305505,0.018722163074212102
4,194,0.18613905678716858,0.018994417112651707
4,209,0.1860360673946449,0.0192561969532048
4,224,0.18594546677448986,0.019525609013041
4,239,0.18586083013499907,0.019802387302334735
4,254,0.18578020715664975,0.020113939582354582
4,269,0.18571648032822038,0.020414602369097423
4,284,0.18565746841381894,0.020721695042041667
4,299,0.1856146503061931,0.02101833925492258
